,0,1,accuracy,macro avg,weighted avg,name,best_params
0,"{'precision': 0.9860557768924303, 'recall': 0.9352857817666509, 'f1-score': 0.96, 'support': 4234.0}","{'precision': 0.3964757709251101, 'recall': 0.7627118644067796, 'f1-score': 0.5217391304347826, 'support': 236.0}",0.9261744966442953,"{'precision': 0.6912657739087702, 'recall': 0.8489988230867153, 'f1-score': 0.7408695652173913, 'support': 4470.0}","{'precision': 0.9549280629308446, 'recall': 0.9261744966442953, 'f1-score': 0.9368613948059527, 'support': 4470.0}",SVM_linear,"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}"
