,0,1,accuracy,macro avg,weighted avg,name,best_params
0,"{'precision': 0.9903846153846154, 'recall': 0.823612417685795, 'f1-score': 0.8993323061119671, 'support': 4252.0}","{'precision': 0.19700214132762311, 'recall': 0.8440366972477065, 'f1-score': 0.3194444444444444, 'support': 218.0}",0.8246085011185682,"{'precision': 0.5936933783561192, 'recall': 0.8338245574667507, 'f1-score': 0.6093883752782058, 'support': 4470.0}","{'precision': 0.95169168935678, 'recall': 0.8246085011185682, 'f1-score': 0.8710514215832154, 'support': 4470.0}",complement_bayes,"{'alpha': 0.01, 'norm': False}"
1,"{'precision': 0.9923570773463772, 'recall': 0.7603654251581167, 'f1-score': 0.8610079575596817, 'support': 4269.0}","{'precision': 0.14678899082568808, 'recall': 0.8756218905472637, 'f1-score': 0.25142857142857145, 'support': 201.0}",0.7655480984340045,"{'precision': 0.5695730340860327, 'recall': 0.8179936578526902, 'f1-score': 0.5562182644941266, 'support': 4470.0}","{'precision': 0.9543348882209503, 'recall': 0.7655480984340045, 'f1-score': 0.8335973408678802, 'support': 4470.0}",multinomial_bayes,{'alpha': 0.01}
